96																			
LV	STR	Dex	CON	WIS	INT	CHA	기본 HP	기본 MP	기본 SP	기본 AC	기본 AR	기본 DR	FIRE	WATER	EARTH	AIR	MAGIC	최소 데미지	최대 데미지
50 	97.00 	108.00 	79.00 	139.00 	155.00 	35.00 	632 	748 	582 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
51 	100.00 	111.00 	81.00 	142.00 	159.00 	35.00 	648 	765 	598 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
52 	103.00 	114.00 	83.00 	146.00 	163.00 	36.00 	664 	786 	614 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
53 	105.00 	117.00 	85.00 	150.00 	167.00 	36.00 	680 	808 	630 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
54 	108.00 	120.00 	87.00 	153.00 	171.00 	37.00 	696 	824 	646 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
55 	111.00 	123.00 	89.00 	157.00 	175.00 	37.00 	712 	845 	662 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
56 	114.00 	126.00 	92.00 	161.00 	179.00 	38.00 	736 	867 	678 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
57 	117.00 	129.00 	94.00 	165.00 	184.00 	38.00 	752 	888 	695 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
58 	119.00 	132.00 	96.00 	169.00 	188.00 	39.00 	768 	910 	711 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 
59 	122.00 	135.00 	98.00 	172.00 	192.00 	39.00 	784 	926 	727 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
60 	125.00 	139.00 	100.00 	176.00 	197.00 	40.00 	800 	948 	748 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
61 	128.00 	142.00 	103.00 	180.00 	201.00 	40.00 	824 	969 	765 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
62 	131.00 	145.00 	105.00 	184.00 	206.00 	41.00 	840 	991 	781 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
63 	134.00 	148.00 	107.00 	188.00 	210.00 	41.00 	856 	1012 	797 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
64 	137.00 	151.00 	110.00 	192.00 	215.00 	42.00 	880 	1034 	813 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
65 	140.00 	155.00 	112.00 	196.00 	219.00 	42.00 	896 	1055 	835 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
66 	143.00 	158.00 	114.00 	200.00 	224.00 	43.00 	912 	1077 	851 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
67 	146.00 	161.00 	117.00 	205.00 	228.00 	43.00 	936 	1104 	867 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
68 	149.00 	165.00 	119.00 	209.00 	233.00 	44.00 	952 	1125 	888 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
69 	152.00 	168.00 	122.00 	213.00 	238.00 	44.00 	976 	1147 	905 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
70 	155.00 	172.00 	124.00 	217.00 	243.00 	45.00 	992 	1168 	926 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
71 	158.00 	175.00 	126.00 	221.00 	247.00 	45.00 	1008 	1190 	942 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
72 	161.00 	179.00 	129.00 	226.00 	252.00 	46.00 	1032 	1217 	964 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
73 	165.00 	182.00 	131.00 	230.00 	257.00 	46.00 	1048 	1238 	980 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
74 	168.00 	186.00 	134.00 	234.00 	262.00 	47.00 	1072 	1260 	1002 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 
75 	171.00 	189.00 	136.00 	239.00 	267.00 	47.00 	1088 	1287 	1018 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
76 	174.00 	193.00 	139.00 	243.00 	272.00 	48.00 	1112 	1308 	1039 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
77 	178.00 	196.00 	141.00 	247.00 	276.00 	48.00 	1128 	1330 	1055 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
78 	181.00 	200.00 	144.00 	252.00 	281.00 	49.00 	1152 	1357 	1077 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
79 	184.00 	204.00 	147.00 	256.00 	286.00 	49.00 	1176 	1378 	1098 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
80 	187.00 	207.00 	149.00 	261.00 	291.00 	50.00 	1192 	1405 	1115 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
81 	191.00 	211.00 	152.00 	265.00 	297.00 	50.00 	1216 	1427 	1136 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
82 	194.00 	215.00 	154.00 	270.00 	302.00 	51.00 	1232 	1454 	1158 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
83 	197.00 	218.00 	157.00 	274.00 	307.00 	51.00 	1256 	1475 	1174 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
84 	201.00 	222.00 	160.00 	279.00 	312.00 	52.00 	1280 	1502 	1195 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
85 	204.00 	226.00 	162.00 	283.00 	317.00 	52.00 	1296 	1524 	1217 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
86 	208.00 	230.00 	165.00 	288.00 	322.00 	53.00 	1320 	1551 	1238 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
87 	211.00 	233.00 	168.00 	293.00 	328.00 	53.00 	1344 	1578 	1255 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
88 	215.00 	237.00 	170.00 	297.00 	333.00 	54.00 	1360 	1599 	1276 	5 	0 	0 	0 	0 	0 	0 	0 	0 	0 
89 	218.00 	241.00 	173.00 	302.00 	338.00 	54.00 	1384 	1626 	1298 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
90 	221.00 	245.00 	176.00 	307.00 	343.00 	55.00 	1408 	1653 	1319 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
91 	225.00 	249.00 	179.00 	312.00 	349.00 	55.00 	1432 	1680 	1341 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
92 	229.00 	253.00 	181.00 	316.00 	354.00 	56.00 	1448 	1702 	1362 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
93 	232.00 	257.00 	184.00 	321.00 	359.00 	56.00 	1472 	1728 	1384 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
94 	236.00 	260.00 	187.00 	326.00 	365.00 	57.00 	1496 	1755 	1400 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
95 	239.00 	264.00 	190.00 	331.00 	370.00 	57.00 	1520 	1782 	1422 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
96 	243.00 	268.00 	193.00 	336.00 	376.00 	58.00 	1544 	1809 	1443 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
97 	246.00 	272.00 	195.00 	341.00 	381.00 	58.00 	1560 	1836 	1465 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
98 	250.00 	276.00 	198.00 	346.00 	387.00 	59.00 	1584 	1863 	1486 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
99 	254.00 	280.00 	201.00 	351.00 	392.00 	59.00 	1608 	1890 	1508 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
100 	257.00 	285.00 	204.00 	356.00 	398.00 	60.00 	1632 	1917 	1535 	6 	0 	0 	0 	0 	0 	0 	0 	0 	0 
