TID	Name	Type	Race	Gender	Class	LVL	STR	DEX	INT	CON	CHA	Wis	AC	MAX_HP	MAX_SP	MAX_MP	CUR_HP	CUR_SP	CUR_MP	Movement Walk	Movement Run	AR	DR	MAR	MDR	Min_Damage	Max_Damage	ATK Speed	Range	Fire Res.	Water Res.	Air Res.	Earth Res.	Magic Res.	Poison Res.	Ice Res.	Thunder Res.	Magic History	Murder Point	Exp	Fire Min_Damage	Fire Max_Damage	Water Min_Damage	Water Max_Damage	Earth Min_Damage	Earth Max_Damage	Air Min_Damage	Air Max_Damage	Magic Min_Damage	Magic Max_Damage	Poison Min_Damage	Poison Max_Damage	Ice Min_Damage	Ice Max_Damage	Thunder Min_Damage	Thunder Max_Damage	Physical_Resistance	Skill_Block	Sight	Badge1_Rank Point	Badge2_Rank Point	Badge3_Rank Point	Rank	Item Point	Guild	Guild Rank	Guild Score	Lost Exp	Weapon	Item1	Item2	Item3	Item4	Armor_Head	Armor_Body	Armor_Arm	Armor_Hand	Armor_Leg	Armor_Foot	Armor_Mantle	Money	Geld_Min	Geld_Max	Drop_TID	slow_percent	slow_time	fast_percent	fast_time	Product_Skin_ItemName	Product_Meat	Product_Meat_ItemName	Product_Garbage	Product_Garbage_ItmeName	attribute_type	name_color	DropRank	DropMeditation	Spirit Type	LandAttachType	Tamable	Run Correct	Attack Correct	SiegeWarCharType	RangeType
149	Human NPC Archer 3	2																																																																																																	0					
150	Orc NPC Hunter 1	2																																																																																																	0					
151	Orc NPC Hunter 2	2																																																																																																	0					
152	Orc NPC Hunter 3	2																																																																																																	0					
153	Orc NPC Monk 1	2																																																																																																	0					
154	Orc NPC Monk 2	2																																																																																																	0					
155	Orc NPC Monk 3	2																																																																																																	0					
156	Orc NPC Sorcerer 1	2																																																																																																	0					
157	Orc NPC Sorcerer 2	2																																																																																																	0					
158	Orc NPC Sorcerer 3	2																																																																																																	0					
159	Orc NPC Berserker 1	2																																																																																																	0					
160	Orc NPC Berserker 2	2																																																																																																	0					
161	Orc NPC Berserker 3	2																																																																																																	0					
162	Delfaras NPC Blas	2																																																																																																	0					
163	Delfaras NPC Delphin	2									 																																																																																								0					
164	Delfaras NPC Himena	2																																																																																																	0					
165	Delfaras NPC Marissa	2																																																																																																	0					
166	Delfaras NPC Monte	2																																																																																																	0					
167	Delfaras NPC Panales	2																																																																																																	0					
168	Kuhn NPC Azmaul	2																																																																																																	0					
169	Kuhn NPC Koppo	2																																																																																																	0					
170	Kuhn NPC Farmwill	2																																																																																																	0					
171	Kuhn NPC Guttsera	2																																																																																																	0					
172	Kuhn NPC Ceci	2																																																																																																	0					
173	Kuhn NPC Vaihal	2																																																																																																	0					
174	Tullan NPC Aran	2																																																																																																	0					
175	Tullan NPC Guard A	2																																																																																																	0					
176	Tullan NPC Guard B	2																																																																																																	0					
177	Tullan NPC Ermelen	2																																																																																																	0					
178	Tullan NPC Abby	2																																																																																																	0					
179	Tullan NPC Liam	2																																																																																																	0					
180	Tullan NPC Amy	2																																																																																																	0					
181	Tullan NPC Ewan	2																																																																																																	0					
182	Tullan NPC Ryan	2																																																																																																	0					
183	Tullan NPC Cutty	2																																																																																																	0					
184	Trilgard NPC Gart	2																																																																																																	0					
185	Trilgard NPC Branak	2																																																																																																	0					
186	Trilgard NPC Turant	2																																																																																																	0					
187	Trilgard NPC Dollore	2																																																																																																	0					
188	Trilgard NPC Pim Stronghead	2																																																																																																	0					
189	Trilgard NPC Lytillo	2																																																																																																	0					
190	Trilgard NPC Erval	2																																																																																																	0					
191	Trilgard NPC Goro	2																																																																																																	0					
192	Trilgard NPC Quig	2																																																																																																	0					
378	<Beggar> Abrach	2																																																																																																	0					
381	<Warrior> Nurzuk	2																																																																																																	0					
382	<Shaman> Ursto	2																																																																																																	0					
383	<Pharmacist> Baburon	2																																																																																																	0					
384	<Civil Militia Captain> Asku	2																																																																																																	0					
385	<Civil Militia Captain> Mirku	2																																																																																																	0					
388	<Nobleman> Turgarb	2																																																																																																	0					
394	<Soldier> Adrian	2																																																																																																	0					
395	<Soldier> Gus	2																																																																																																	0					
396	<Soldier> Tromio	2																																																																																																	0					
397	<Soldier> Thomas	2																																																																																																	0					
398	<Guard> Monte	2																																																																																																	0					
399	<Rogue> Tango	2																																																																																																	0					
400	<Traveler> Mikey	2																																																																																																	0					
401	<Chief> Santio	2																																																																																																	0					
402	<Village Chief> Rembrandt	2																																																																																																	0					
403	<Butler> Pudding	2																																																																																																	0					
404	<Guard General> Marko	2																																																																																																	0					
405	<General> Beacon	2																																																																																																	0					
406	<Hunter> Eliasse	2																																																																																																	0					
426	<General> Quig	2																																																																																																	0					
434	·ç¸®¿£	2																																																																																																	0					
443	<Craftsman> Givinia	2																																																																																																	0					
444	<Mage> Jenny	2																																																																																																	0					
445	<Traveler> Lara	2																																																																																																	0					
449	<Traveler> Malroy	2																																																																																																	0					
576	ÈÞ¸ÕNPC³²ÀÚ¾ÆÀÌ	2																																																																																																	0					
577	ÈÞ¸ÕNPC¿©ÀÚ¾ÆÀÌ	2																																																																																																	0					
578	ÈÞ¸ÕNPC³óºÎ³²ÀÚ¾î¸¥	2																																																																																																	0					
579	ÈÞ¸ÕNPC¿©ÀÚ³óºÎ	2																																																																																																	0					
580	ÈÞ¸ÕNPCÆäµå¶ó	2																																																																																																	0					
581	ÈÞ¸ÕNPC¿¡µðÅ¸	2																																																																																																	0					
582	ÈÞ¸ÕNPC¹Ì½ºÅÍ¸®¿À	2																																																																																																	0					
583	ÈÞ¸ÕNPC¾Èµå·¹	2																																																																																																	0					
584	ÈÞ¸ÕNPC¾Æº§¶ó	2																																																																																																	0					
585	ÈÞ¸ÕNPCµµ³Ä	2																																																																																																	0					
586	ÈÞ¸ÕNPCÆ÷¸£ÄÚ	2																																																																																																	0					
587	¿ÀÅ©NPCµ¦¼Ò¸®¾È	2																																																																																																	0					
588	¿ÀÅ©NPCÆÄ¸£Á¶	2																																																																																																	0					
589	¿ÀÅ©NPCÆ÷¶óÁî	2																																																																																																	0					
590	¿ÀÅ©NPC±Û·Ó	2																																																																																																	0					
591	¿ÀÅ©NPC¶÷	2																																																																																																	0					
592	¿ÀÅ©NPC·çÁî¹«½º	2																																																																																																	0					
593	¿ÀÅ©NPCÅ¸¶ó	2																																																																																																	0					
594	¿ÀÅ©NPCÆÄ¸§Àª	2																																																																																																	0					
595	¿ÀÅ©NPC¿Àµå¶õ	2																																																																																																	0					
596	ÈÞ¸ÕNPC·¹¿À³ª¸£µµ	2																																																																																																	0					
597	ÈÞ¸ÕNPC¸á¸®»ç	2																																																																																																	0					
598	ÈÞ¸ÕNPC·ÎÁö	2																																																																																																	0					
599	¿ÀÅ©NPCÇÏ¸£Å©	2																																																																																																	0					
600	¿ÀÅ©NPC¸¶·çÅ©	2																																																																																																	0					
601	¿ÀÅ©NPC¹Ù´ÏÅ¸	2																																																																																																	0					
70	³ðNPCÆû	2																																																																																																	0					
137	³ðNPC±×·ÎÀÎ	2																																																																																																	0					
278	³ðNPC·Î¾î	2																																																																																																	0					
300	È£ºøNPCÇã¹Öº¸¿ï	2																																																																																																	0					
633	È£¹ÔNPC·Î½î	2																																																																																																	0					
634	È£ºøNPC´Ð	2																																																																																																	0					
795	¿¤ÇÁNPCµ¥ÀÏ¶ó	2																																																																																																	0					
796	¿¤ÇÁNPCºê¶óÇÏ¸¶	2																																																																																																	0					
797	¿¤ÇÁNPCÄûÀÏ¸®¾Æ	2																																																																																																	0					
798	¿¤ÇÁNPC¸¸½î·Ð	2																																																																																																	0					
799	ÄÚº¼Æ®NPCÀ×°í	2																																																																																																	0					
800	ÄÚº¼Æ®NPCÄ¿ºñ	2																																																																																																	0					
801	ÄÚº¼Æ®NPC¿ïºê	2																																																																																																	0					
318	Centaur NPC Soros	2																																																																																																	0					
